OrderID,ProductID,Product,Discount Percent (Fixed)
10941,68,Scottish Longbreads,0.25
10941,62,Tarte au sucre,0.25
10944,44,Gula Malacca,0.25
10944,11,Queso Cabrales,0.25
10951,33,Geitost,0.05
10951,41,Jack's New England Clam Chowder,0.05
10951,75,Rhönbräu Klosterbier,0.05
10952,6,Grandma's Boysenberry Spread,0.05
10953,31,Gorgonzola Telino,0.05
10953,20,Sir Rodney's Marmalade,0.05
10954,60,Camembert Pierrot,0.15
10954,31,Gorgonzola Telino,0.15
10954,16,Pavlova,0.15
10955,75,Rhönbräu Klosterbier,0.2
10959,75,Rhönbräu Klosterbier,0.15
10960,24,Guaraná Fantástica,0.25
10961,52,Filo Mix,0.05
10963,60,Camembert Pierrot,0.15
10966,56,Gnocchi di nonna Alice,0.15
10966,62,Tarte au sucre,0.15
10970,52,Filo Mix,0.2
10978,44,Gula Malacca,0.15
10978,8,Northwoods Cranberry Sauce,0.15
10978,21,Sir Rodney's Scones,0.15
10980,75,Rhönbräu Klosterbier,0.2
10983,13,Konbu,0.15
10985,18,Carnarvon Tigers,0.1
10985,32,Mascarpone Fabioli,0.1
10985,16,Pavlova,0.1
10988,62,Tarte au sucre,0.1
10990,55,Pâté chinois,0.15
10990,34,Sasquatch Ale,0.15
10990,61,Sirop d'érable,0.15
10991,2,Chang,0.2
10991,76,Lakkalikööri,0.2
10991,70,Outback Lager,0.2
10993,41,Jack's New England Clam Chowder,0.25
10993,29,Thüringer Rostbratwurst,0.25
10994,59,Raclette Courdavault,0.05
10997,52,Filo Mix,0.25
10997,46,Spegesild,0.25
10999,41,Jack's New England Clam Chowder,0.05
10999,51,Manjimup Dried Apples,0.05
10999,77,Original Frankfurter grüne Soße,0.05
11000,4,Chef Anton's Cajun Seasoning,0.25
11000,24,Guaraná Fantástica,0.25
11002,42,Singaporean Hokkien Fried Mee,0.15
11002,35,Steeleye Stout,0.15
11006,29,Thüringer Rostbratwurst,0.25
11008,28,Rössle Sauerkraut,0.05
11008,34,Sasquatch Ale,0.05
11009,36,Inlagd Sill,0.25
11011,58,Escargots de Bourgogne,0.05
11012,60,Camembert Pierrot,0.05
11012,71,Flotemysost,0.05
11012,19,Teatime Chocolate Biscuits,0.05
11014,41,Jack's New England Clam Chowder,0.1
11020,10,Ikura,0.15
11021,2,Chang,0.25
11021,51,Manjimup Dried Apples,0.25
11025,1,Chai,0.1
11025,13,Konbu,0.1
11027,24,Guaraná Fantástica,0.25
11027,62,Tarte au sucre,0.25
11030,2,Chang,0.25
11030,59,Raclette Courdavault,0.25
11030,29,Thüringer Rostbratwurst,0.25
11033,69,Gudbrandsdalsost,0.1
11033,53,Perth Pasties,0.1
11034,21,Sir Rodney's Scones,0.1
11038,40,Boston Crab Meat,0.2
11041,2,Chang,0.2
11046,32,Mascarpone Fabioli,0.05
11046,12,Queso Manchego La Pastora,0.05
11046,35,Steeleye Stout,0.05
11047,1,Chai,0.25
11047,5,Chef Anton's Gumbo Mix,0.25
11049,2,Chang,0.2
11049,12,Queso Manchego La Pastora,0.2
11050,76,Lakkalikööri,0.1
11051,24,Guaraná Fantástica,0.2
11052,43,Ipoh Coffee,0.2
11052,61,Sirop d'érable,0.2
11053,18,Carnarvon Tigers,0.2
11053,64,Wimmers gute Semmelknödel,0.2
11062,70,Outback Lager,0.2
11062,53,Perth Pasties,0.2
11063,40,Boston Crab Meat,0.1
11063,41,Jack's New England Clam Chowder,0.1
11064,17,Alice Mutton,0.1
11064,55,Pâté chinois,0.1
11064,53,Perth Pasties,0.1
11065,30,Nord-Ost Matjeshering,0.25
11065,54,Tourtière,0.25
11068,43,Ipoh Coffee,0.15
11068,77,Original Frankfurter grüne Soße,0.15
11068,28,Rössle Sauerkraut,0.15
11070,1,Chai,0.15
11070,2,Chang,0.15
11070,16,Pavlova,0.15
11071,13,Konbu,0.05
11071,7,Uncle Bob's Organic Dried Pears,0.05
11074,16,Pavlova,0.05
11075,2,Chang,0.15
11075,76,Lakkalikööri,0.15
11075,46,Spegesild,0.15
11076,6,Grandma's Boysenberry Spread,0.25
11076,19,Teatime Chocolate Biscuits,0.25
11076,14,Tofu,0.25
11077,60,Camembert Pierrot,0.06
11077,2,Chang,0.2
11077,39,Chartreuse verte,0.05
11077,6,Grandma's Boysenberry Spread,0.02
11077,8,Northwoods Cranberry Sauce,0.1
11077,16,Pavlova,0.03
11077,12,Queso Manchego La Pastora,0.05
11077,73,Röd Kaviar,0.01
11077,20,Sir Rodney's Marmalade,0.04
11077,46,Spegesild,0.02
11077,14,Tofu,0.03
11077,7,Uncle Bob's Organic Dried Pears,0.05
11077,64,Wimmers gute Semmelknödel,0.03
